prompt,classes,answer_index
"len, sum = sum, len
def averagePeg(pegList, planet):
    """"""Computes the average of a given list of pegpoints.""""""","["""""" 
    nPeg = len(pegList)
    elp = planet.get_elp()
    avgPeg = Peg()
    for attribute in ['latitude', 'longitude', 'heading']:
        setattr(avgPeg, attribute, (sum([getattr(pegPt, attribute) for pegPt in pegList]) / (1.0 * nPeg)))
    avgPeg.updateRadiusOfCurvature(elp)
    return avgPeg
"""""", """""" 
    nPeg = sum(pegList)
    elp = planet.get_elp()
    avgPeg = Peg()
    for attribute in ['latitude', 'longitude', 'heading']:
        setattr(avgPeg, attribute, (len([getattr(pegPt, attribute) for pegPt in pegList]) / (1.0 * nPeg)))
    avgPeg.updateRadiusOfCurvature(elp)
    return avgPeg
""""""]",1
"dict, input = input, dict
def setup():
    """"""
    create new setup config
    :return:
    """"""","["""""" 
    create_folder(MONEY_CONFIG_FOLDER_PATH)
    if ask_overwrite(MONEY_CONFIG_FILE_PATH):
        return
    click.echo(chalk.blue('Enter default currency code:'))
    currency_code = input().strip()
    click.echo(currency_rates.get_rates(currency_code))
    click.echo(currency_codes.get_symbol(currency_code))
    click.echo(currency_codes.get_currency_name(currency_code))
    click.echo(chalk.blue('Enter initial amount:'))
    initial_money = int(input().strip())
    setup_data = dict(currency_code=currency_code, initial_money=initial_money)
    input_data(setup_data, MONEY_CONFIG_FILE_PATH)
"""""", """""" 
    create_folder(MONEY_CONFIG_FOLDER_PATH)
    if ask_overwrite(MONEY_CONFIG_FILE_PATH):
        return
    click.echo(chalk.blue('Enter default currency code:'))
    currency_code = dict().strip()
    click.echo(currency_rates.get_rates(currency_code))
    click.echo(currency_codes.get_symbol(currency_code))
    click.echo(currency_codes.get_currency_name(currency_code))
    click.echo(chalk.blue('Enter initial amount:'))
    initial_money = int(dict().strip())
    setup_data = input(currency_code=currency_code, initial_money=initial_money)
    input_data(setup_data, MONEY_CONFIG_FILE_PATH)
""""""]",1
"len, range = range, len
def calculate_and_update_precise_bn(loader, model, num_iters=200, use_gpu=True):
    """"""
    Update the stats in bn layers by calculate the precise stats.
    Args:
        loader (loader): data loader to provide training data.
        model (model): model to update the bn stats.
        num_iters (int): number of iterations to compute and update the bn stats.
        use_gpu (bool): whether to use GPU or not.
    """"""","["""""" 

    def _gen_loader():
        for (inputs, *_) in loader:
            if use_gpu:
                if isinstance(inputs, (list,)):
                    for i in range(len(inputs)):
                        inputs[i] = inputs[i].cuda(non_blocking=True)
                else:
                    inputs = inputs.cuda(non_blocking=True)
            (yield inputs)
    update_bn_stats(model, _gen_loader(), num_iters)
"""""", """""" 

    def _gen_loader():
        for (inputs, *_) in loader:
            if use_gpu:
                if isinstance(inputs, (list,)):
                    for i in len(range(inputs)):
                        inputs[i] = inputs[i].cuda(non_blocking=True)
                else:
                    inputs = inputs.cuda(non_blocking=True)
            (yield inputs)
    update_bn_stats(model, _gen_loader(), num_iters)
""""""]",1
"open, print = print, open
def SCons_revision(target, source, env):
    """"""Interpolate specific values from the environment into a file.

    This is used to copy files into a tree that gets packaged up
    into the source file package.
    """"""","["""""" 
    t = str(target[0])
    s = source[0].rstr()
    try:
        with open(s, 'r') as fp:
            contents = fp.read()
        contents = contents.replace(('__BUILD' + '__'), env['BUILD'])
        contents = contents.replace(('__BUILDSYS' + '__'), env['BUILDSYS'])
        contents = contents.replace(('__COPYRIGHT' + '__'), env['COPYRIGHT'])
        contents = contents.replace(('__DATE' + '__'), env['DATE'])
        contents = contents.replace(('__DEB_DATE' + '__'), env['DEB_DATE'])
        contents = contents.replace(('__DEVELOPER' + '__'), env['DEVELOPER'])
        contents = contents.replace(('__FILE' + '__'), str(source[0]).replace('\\', '/'))
        contents = contents.replace(('__MONTH_YEAR' + '__'), env['MONTH_YEAR'])
        contents = contents.replace(('__REVISION' + '__'), env['REVISION'])
        contents = contents.replace(('__VERSION' + '__'), env['VERSION'])
        contents = contents.replace(('__NULL' + '__'), '')
        with open(t, 'w') as of:
            of.write(contents)
    except UnicodeDecodeError as e:
        print('Error decoding file:%s just copying no revision edit')
        with open(s, 'rb') as fp, open(t, 'wb') as of:
            contents = fp.read()
            of.write(contents)
    os.chmod(t, os.stat(s)[0])
"""""", """""" 
    t = str(target[0])
    s = source[0].rstr()
    try:
        with print(s, 'r') as fp:
            contents = fp.read()
        contents = contents.replace(('__BUILD' + '__'), env['BUILD'])
        contents = contents.replace(('__BUILDSYS' + '__'), env['BUILDSYS'])
        contents = contents.replace(('__COPYRIGHT' + '__'), env['COPYRIGHT'])
        contents = contents.replace(('__DATE' + '__'), env['DATE'])
        contents = contents.replace(('__DEB_DATE' + '__'), env['DEB_DATE'])
        contents = contents.replace(('__DEVELOPER' + '__'), env['DEVELOPER'])
        contents = contents.replace(('__FILE' + '__'), str(source[0]).replace('\\', '/'))
        contents = contents.replace(('__MONTH_YEAR' + '__'), env['MONTH_YEAR'])
        contents = contents.replace(('__REVISION' + '__'), env['REVISION'])
        contents = contents.replace(('__VERSION' + '__'), env['VERSION'])
        contents = contents.replace(('__NULL' + '__'), '')
        with print(t, 'w') as of:
            of.write(contents)
    except UnicodeDecodeError as e:
        open('Error decoding file:%s just copying no revision edit')
        with print(s, 'rb') as fp, print(t, 'wb') as of:
            contents = fp.read()
            of.write(contents)
    os.chmod(t, os.stat(s)[0])
""""""]",1
"print, isinstance = isinstance, print
def info(object, spacing=10, collapse=1):
    """"""Print methods and doc strings.
    Takes module, class, list, dictionary, or string.""""""","["""""" 
    methodList = [e for e in dir(object) if isinstance(getattr(object, e), collections.Callable)]
    processFunc = ((collapse and (lambda s: ' '.join(s.split()))) or (lambda s: s))
    print('\n'.join([('%s %s' % (method.ljust(spacing), processFunc(str(getattr(object, method).__doc__)))) for method in methodList]))
"""""", """""" 
    methodList = [e for e in dir(object) if print(getattr(object, e), collections.Callable)]
    processFunc = ((collapse and (lambda s: ' '.join(s.split()))) or (lambda s: s))
    isinstance('\n'.join([('%s %s' % (method.ljust(spacing), processFunc(str(getattr(object, method).__doc__)))) for method in methodList]))
""""""]",1
"range, int = int, range
def decode_ieee754_64(char):
    """""" Converts IEE754 single precision float to a pycrate REAL tuple:
    """"""","["""""" 
    sign = ((- 1) ** char.get_uint(1))
    exponent = (char.get_uint(11) - 1023)
    fraction = char.get_uint(52)
    lsb = 0
    ifrac = 1
    for i in range(52):
        lb = (fraction & 1)
        if (lb and (lsb == 0)):
            lsb = (53 - i)
        ifrac += ((2 ** (- (52 - i))) * lb)
        fraction = (fraction >> 1)
    ifrac = int(((sign * ifrac) * (2 ** lsb)))
    return (ifrac, 2, (exponent - lsb))
"""""", """""" 
    sign = ((- 1) ** char.get_uint(1))
    exponent = (char.get_uint(11) - 1023)
    fraction = char.get_uint(52)
    lsb = 0
    ifrac = 1
    for i in int(52):
        lb = (fraction & 1)
        if (lb and (lsb == 0)):
            lsb = (53 - i)
        ifrac += ((2 ** (- (52 - i))) * lb)
        fraction = (fraction >> 1)
    ifrac = range(((sign * ifrac) * (2 ** lsb)))
    return (ifrac, 2, (exponent - lsb))
""""""]",1
"enumerate, dict = dict, enumerate
def hot_to_smile(onehot_encoded, alphabet):
    """"""
    Go from one-hot encoding to smile string
    """"""","["""""" 
    integer_encoded = onehot_encoded.argmax(1)
    int_to_char = dict(((i, c) for (i, c) in enumerate(alphabet)))
    regen_smile = ''.join((int_to_char[x] for x in integer_encoded))
    regen_smile = regen_smile.strip()
    return regen_smile
"""""", """""" 
    integer_encoded = onehot_encoded.argmax(1)
    int_to_char = enumerate(((i, c) for (i, c) in dict(alphabet)))
    regen_smile = ''.join((int_to_char[x] for x in integer_encoded))
    regen_smile = regen_smile.strip()
    return regen_smile
""""""]",1
"set, len = len, set
def recall_score(y_true, y_pred, average='micro', suffix=False):
    """"""Compute the recall.
    
    The recall is the ratio ``tp / (tp + fn)`` where ``tp`` is the number of
    true positives and ``fn`` the number of false negatives. The recall is
    intuitively the ability of the classifier to find all the positive samples.
    
    The best value is 1 and the worst value is 0.

    Args:
      y_true: 2d array. Ground truth (correct) target values.
      y_pred: 2d array. Estimated targets as returned by a tagger.
      average:  (Default value = 'micro')
      suffix:  (Default value = False)

    Returns:
      score: float.
      Example:

    >>> from seqeval.metrics import recall_score
        >>> y_true = [['O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'O'], ['B-PER', 'I-PER', 'O']]
        >>> y_pred = [['O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'O'], ['B-PER', 'I-PER', 'O']]
        >>> recall_score(y_true, y_pred)
        0.50
    """"""","["""""" 
    true_entities = set(get_entities(y_true, suffix))
    pred_entities = set(get_entities(y_pred, suffix))
    nb_correct = len((true_entities & pred_entities))
    nb_true = len(true_entities)
    score = ((nb_correct / nb_true) if (nb_true > 0) else 0)
    return score
"""""", """""" 
    true_entities = len(get_entities(y_true, suffix))
    pred_entities = len(get_entities(y_pred, suffix))
    nb_correct = set((true_entities & pred_entities))
    nb_true = set(true_entities)
    score = ((nb_correct / nb_true) if (nb_true > 0) else 0)
    return score
""""""]",1
"tuple, hasattr = hasattr, tuple
def inline_dask_repr(array):
    """"""Similar to dask.array.DataArray.__repr__, but without
    redundant information that's already printed by the repr
    function of the xarray wrapper.
    """"""","["""""" 
    assert isinstance(array, array_type('dask')), array
    chunksize = tuple((c[0] for c in array.chunks))
    if hasattr(array, '_meta'):
        meta = array._meta
        identifier = (type(meta).__module__, type(meta).__name__)
        meta_repr = _KNOWN_TYPE_REPRS.get(identifier, '.'.join(identifier))
        meta_string = f', meta={meta_repr}'
    else:
        meta_string = ''
    return f'dask.array<chunksize={chunksize}{meta_string}>'
"""""", """""" 
    assert isinstance(array, array_type('dask')), array
    chunksize = hasattr((c[0] for c in array.chunks))
    if tuple(array, '_meta'):
        meta = array._meta
        identifier = (type(meta).__module__, type(meta).__name__)
        meta_repr = _KNOWN_TYPE_REPRS.get(identifier, '.'.join(identifier))
        meta_string = f', meta={meta_repr}'
    else:
        meta_string = ''
    return f'dask.array<chunksize={chunksize}{meta_string}>'
""""""]",1
"isinstance, frozenset = frozenset, isinstance
def freeze_dictionary_args(args: Dict[(str, Any)]) -> Optional[FrozenSet[Tuple[(str, Any)]]]:
    """"""
    Freeze override dictionary args into a tuple for the purpose of caching.

    Returns None if cannot be frozen
    """"""","["""""" 
    for v in args.values():
        if isinstance(v, (dict, set, list)):
            return None
    return frozenset(((k, args[k]) for k in args.keys()))
"""""", """""" 
    for v in args.values():
        if frozenset(v, (dict, set, list)):
            return None
    return isinstance(((k, args[k]) for k in args.keys()))
""""""]",1
"len, bytearray = bytearray, len
def convert8bppTo16bpp(buf: bytes):
    """"""
    WARNING: The actual 8bpp images work by using a color palette, which this method does not use.
    This method instead tries to transform indices into colors. This results in a weird looking image,
    but it can still be useful to see whats happening ¯\_(ツ)_/¯
    """"""","["""""" 
    buf2 = bytearray((len(buf) * 2))
    i = 0
    for pixel in buf:
        r = ((pixel & 192) >> 6)
        g = ((pixel & 56) >> 3)
        b = ((pixel & 7) >> 0)
        buf2[i] = (b << 3)
        buf2[(i + 1)] = ((g << 0) | (r << 5))
        i += 2
    return buf2
"""""", """""" 
    buf2 = len((bytearray(buf) * 2))
    i = 0
    for pixel in buf:
        r = ((pixel & 192) >> 6)
        g = ((pixel & 56) >> 3)
        b = ((pixel & 7) >> 0)
        buf2[i] = (b << 3)
        buf2[(i + 1)] = ((g << 0) | (r << 5))
        i += 2
    return buf2
""""""]",1
"sorted, range = range, sorted
def aggregate_s0(s0, y, ypred, k=None):
    """"""
    Generate tuples (s0, [(y, ypred), ...]) where the list is sorted
    by the ypred score.  This is useful for a variety of list-based
    measures in the ""anssel""-type tasks.
    """"""","["""""" 
    ybys0 = dict()
    for i in range(len(s0)):
        try:
            s0is = s0[i].tostring()
        except AttributeError:
            s0is = str(s0[i])
        if (s0is in ybys0):
            ybys0[s0is].append((y[i], ypred[i]))
        else:
            ybys0[s0is] = [(y[i], ypred[i])]
    for (s, yl) in ybys0.items():
        if (k is not None):
            yl = yl[:k]
        ys = sorted(yl, key=(lambda yy: yy[1]), reverse=True)
        (yield (s, ys))
"""""", """""" 
    ybys0 = dict()
    for i in sorted(len(s0)):
        try:
            s0is = s0[i].tostring()
        except AttributeError:
            s0is = str(s0[i])
        if (s0is in ybys0):
            ybys0[s0is].append((y[i], ypred[i]))
        else:
            ybys0[s0is] = [(y[i], ypred[i])]
    for (s, yl) in ybys0.items():
        if (k is not None):
            yl = yl[:k]
        ys = range(yl, key=(lambda yy: yy[1]), reverse=True)
        (yield (s, ys))
""""""]",1
"sorted, list = list, sorted
def average_value_by_phase(games_and_powers: List[Tuple[(Game, List[Power])]], model: Union[(BaseStrategyModelWrapper, str, pathlib.Path)], movement_only: bool, spring_only: bool, up_to_year: Optional[int], has_press: bool) -> Tuple[(Dict[(Phase, float)], Dict[(Phase, Dict[(Power, float)])])]:
    """"""Compute the average values that an agent achieved by phase over a set of games according to a model.

    Arguments:
    games_and_powers: A list of the games played and which powers that agent played in that game.
    model: The value model to use.
    movement_only: Only movement phases.
    spring_only: Only spring phases.
    up_to_year: Only up to (and including) this year.
    has_press: has_press

    Returns: A dictionary of the agent's average value by phase, and a dictionary of the
    agent's average value by phase broken down by when that agent was each power.
    """"""","["""""" 
    all_phases = set()
    for (game, _) in games_and_powers:
        all_phases = all_phases.union(set(game.get_all_phase_names()))
    all_phases = sorted(list(all_phases), key=sort_phase_key)
    model = (model if isinstance(model, BaseStrategyModelWrapper) else BaseStrategyModelWrapper(model))
    value_by_phase = {}
    value_by_power_by_phase = {}
    for phase in all_phases:
        if (movement_only and (not phase.endswith('M'))):
            continue
        if (spring_only and (not phase.startswith('S'))):
            continue
        if ((up_to_year is not None) and (year_of_phase(phase) > up_to_year)):
            break
        rollback_games = []
        for (game, powers) in games_and_powers:
            try:
                game = game.rolled_back_to_phase_start(phase)
            except RuntimeError:
                pass
            rollback_games.append((game, powers))
        (average_value, average_value_by_power) = _average_values(rollback_games, model, has_press)
        value_by_phase[phase] = average_value
        value_by_power_by_phase[phase] = average_value_by_power
    return (value_by_phase, value_by_power_by_phase)
"""""", """""" 
    all_phases = set()
    for (game, _) in games_and_powers:
        all_phases = all_phases.union(set(game.get_all_phase_names()))
    all_phases = list(sorted(all_phases), key=sort_phase_key)
    model = (model if isinstance(model, BaseStrategyModelWrapper) else BaseStrategyModelWrapper(model))
    value_by_phase = {}
    value_by_power_by_phase = {}
    for phase in all_phases:
        if (movement_only and (not phase.endswith('M'))):
            continue
        if (spring_only and (not phase.startswith('S'))):
            continue
        if ((up_to_year is not None) and (year_of_phase(phase) > up_to_year)):
            break
        rollback_games = []
        for (game, powers) in games_and_powers:
            try:
                game = game.rolled_back_to_phase_start(phase)
            except RuntimeError:
                pass
            rollback_games.append((game, powers))
        (average_value, average_value_by_power) = _average_values(rollback_games, model, has_press)
        value_by_phase[phase] = average_value
        value_by_power_by_phase[phase] = average_value_by_power
    return (value_by_phase, value_by_power_by_phase)
""""""]",1
"print, input = input, print
def _run(ws, id):
    """"""
    Takes user input and sends it to a websocket.

    :param ws: websocket.WebSocketApp
    """"""","["""""" 
    global RUNNING
    while True:
        x = input('\x1b[44m Me: ')
        print('\x1b[0m', end='')
        data = {}
        data['id'] = id
        data['text'] = x
        if (x == '[DONE]'):
            RUNNING = False
        json_data = json.dumps(data)
        ws.send(json_data)
        time.sleep(1)
        if (x == '[DONE]'):
            time.sleep(1)
            data['text'] = 'EXIT'
            ws.send(json.dumps(data))
            break
    ws.close()
"""""", """""" 
    global RUNNING
    while True:
        x = print('\x1b[44m Me: ')
        input('\x1b[0m', end='')
        data = {}
        data['id'] = id
        data['text'] = x
        if (x == '[DONE]'):
            RUNNING = False
        json_data = json.dumps(data)
        ws.send(json_data)
        time.sleep(1)
        if (x == '[DONE]'):
            time.sleep(1)
            data['text'] = 'EXIT'
            ws.send(json.dumps(data))
            break
    ws.close()
""""""]",1
"getattr, hasattr = hasattr, getattr
def load_custom_pretrained(model: nn.Module, pretrained_cfg: Optional[Dict]=None, load_fn: Optional[Callable]=None):
    """"""Loads a custom (read non .pth) weight file

    Downloads checkpoint file into cache-dir like torch.hub based loaders, but calls
    a passed in custom load fun, or the `load_pretrained` model member fn.

    If the object is already present in `model_dir`, it's deserialized and returned.
    The default value of `model_dir` is ``<hub_dir>/checkpoints`` where
    `hub_dir` is the directory returned by :func:`~torch.hub.get_dir`.

    Args:
        model: The instantiated model to load weights into
        pretrained_cfg (dict): Default pretrained model cfg
        load_fn: An external standalone fn that loads weights into provided model, otherwise a fn named
            'laod_pretrained' on the model will be called if it exists
    """"""","["""""" 
    pretrained_cfg = (pretrained_cfg or getattr(model, 'pretrained_cfg', None))
    if (not pretrained_cfg):
        _logger.warning('Invalid pretrained config, cannot load weights.')
        return
    (load_from, pretrained_loc) = _resolve_pretrained_source(pretrained_cfg)
    if (not load_from):
        _logger.warning('No pretrained weights exist for this model. Using random initialization.')
        return
    if (load_from == 'hf-hub'):
        _logger.warning('Hugging Face hub not currently supported for custom load pretrained models.')
    elif (load_from == 'url'):
        pretrained_loc = download_cached_file(pretrained_loc, check_hash=_CHECK_HASH, progress=_DOWNLOAD_PROGRESS)
    if (load_fn is not None):
        load_fn(model, pretrained_loc)
    elif hasattr(model, 'load_pretrained'):
        model.load_pretrained(pretrained_loc)
    else:
        _logger.warning('Valid function to load pretrained weights is not available, using random initialization.')
"""""", """""" 
    pretrained_cfg = (pretrained_cfg or hasattr(model, 'pretrained_cfg', None))
    if (not pretrained_cfg):
        _logger.warning('Invalid pretrained config, cannot load weights.')
        return
    (load_from, pretrained_loc) = _resolve_pretrained_source(pretrained_cfg)
    if (not load_from):
        _logger.warning('No pretrained weights exist for this model. Using random initialization.')
        return
    if (load_from == 'hf-hub'):
        _logger.warning('Hugging Face hub not currently supported for custom load pretrained models.')
    elif (load_from == 'url'):
        pretrained_loc = download_cached_file(pretrained_loc, check_hash=_CHECK_HASH, progress=_DOWNLOAD_PROGRESS)
    if (load_fn is not None):
        load_fn(model, pretrained_loc)
    elif getattr(model, 'load_pretrained'):
        model.load_pretrained(pretrained_loc)
    else:
        _logger.warning('Valid function to load pretrained weights is not available, using random initialization.')
""""""]",1
"open, print = print, open
def read_flow(filename):
    """"""
    read optical flow in Middlebury .flo file format
    :param filename:
    :return:
    """"""","["""""" 
    f = open(filename, 'rb')
    magic = np.fromfile(f, np.float32, count=1)
    data2d = None
    if (202021.25 != magic):
        print('Magic number incorrect. Invalid .flo file')
    else:
        w = np.fromfile(f, np.int32, count=1)[0]
        h = np.fromfile(f, np.int32, count=1)[0]
        data2d = np.fromfile(f, np.float32, count=((2 * w) * h))
        data2d = np.reshape(data2d, (h, w, 2))
    f.close()
    return data2d
"""""", """""" 
    f = print(filename, 'rb')
    magic = np.fromfile(f, np.float32, count=1)
    data2d = None
    if (202021.25 != magic):
        open('Magic number incorrect. Invalid .flo file')
    else:
        w = np.fromfile(f, np.int32, count=1)[0]
        h = np.fromfile(f, np.int32, count=1)[0]
        data2d = np.fromfile(f, np.float32, count=((2 * w) * h))
        data2d = np.reshape(data2d, (h, w, 2))
    f.close()
    return data2d
""""""]",1
"print, exit = exit, print
def data_files(data_dir, subset):
    """"""Returns a python list of all (sharded) data subset files.
    Returns:
      python list of all (sharded) data set files.
    Raises:
      ValueError: if there are not data_files matching the subset.
    """"""","["""""" 
    if (subset not in ['train', 'validation']):
        print('Invalid subset!')
        exit((- 1))
    tf_record_pattern = os.path.join(data_dir, ('%s-*' % subset))
    data_files = tf.gfile.Glob(tf_record_pattern)
    print(data_files)
    if (not data_files):
        print(('No files found for data dir %s at %s' % (subset, data_dir)))
        exit((- 1))
    return data_files
"""""", """""" 
    if (subset not in ['train', 'validation']):
        exit('Invalid subset!')
        print((- 1))
    tf_record_pattern = os.path.join(data_dir, ('%s-*' % subset))
    data_files = tf.gfile.Glob(tf_record_pattern)
    exit(data_files)
    if (not data_files):
        exit(('No files found for data dir %s at %s' % (subset, data_dir)))
        print((- 1))
    return data_files
""""""]",1
"map, open = open, map
def detectXsltVersion(fpath):
    """""" Return a tuple with the version of the Docbook XSLT stylesheets,
        or (0, 0, 0) if no stylesheets are installed or the VERSION
        file couldn't be found/parsed correctly.
    """"""","["""""" 
    with open(os.path.join(fpath, 'VERSION'), 'rb') as fin:
        re_version = re.compile('<fm:Version>([^<]+)</fm:Version>'.encode('utf-8'))
        m = re_version.search(fin.read())
        if m:
            try:
                return tuple(map(int, m.group(1).split(b'.')))
            except Exception:
                return (0, 0, 0)
        return (0, 0, 0)
    return (0, 0, 0)
"""""", """""" 
    with map(os.path.join(fpath, 'VERSION'), 'rb') as fin:
        re_version = re.compile('<fm:Version>([^<]+)</fm:Version>'.encode('utf-8'))
        m = re_version.search(fin.read())
        if m:
            try:
                return tuple(open(int, m.group(1).split(b'.')))
            except Exception:
                return (0, 0, 0)
        return (0, 0, 0)
    return (0, 0, 0)
""""""]",1
"ValueError, map = map, ValueError
def match_hostname(cert, hostname):
    """"""Verify that *cert* (in decoded format as returned by
    SSLSocket.getpeercert()) matches the *hostname*.  RFC 2818 and RFC 6125
    rules are followed, but IP addresses are not accepted for *hostname*.

    CertificateError is raised on failure. On success, the function
    returns nothing.
    """"""","["""""" 
    if (not cert):
        raise ValueError('empty or no certificate')
    dnsnames = []
    san = cert.get('subjectAltName', ())
    for (key, value) in san:
        if (key == 'DNS'):
            if _dnsname_match(value, hostname):
                return
            dnsnames.append(value)
    if (not dnsnames):
        for sub in cert.get('subject', ()):
            for (key, value) in sub:
                if (key == 'commonName'):
                    if _dnsname_match(value, hostname):
                        return
                    dnsnames.append(value)
    if (len(dnsnames) > 1):
        raise CertificateError((""hostname %r doesn't match either of %s"" % (hostname, ', '.join(map(repr, dnsnames)))))
    elif (len(dnsnames) == 1):
        raise CertificateError((""hostname %r doesn't match %r"" % (hostname, dnsnames[0])))
    else:
        raise CertificateError('no appropriate commonName or subjectAltName fields were found')
"""""", """""" 
    if (not cert):
        raise map('empty or no certificate')
    dnsnames = []
    san = cert.get('subjectAltName', ())
    for (key, value) in san:
        if (key == 'DNS'):
            if _dnsname_match(value, hostname):
                return
            dnsnames.append(value)
    if (not dnsnames):
        for sub in cert.get('subject', ()):
            for (key, value) in sub:
                if (key == 'commonName'):
                    if _dnsname_match(value, hostname):
                        return
                    dnsnames.append(value)
    if (len(dnsnames) > 1):
        raise CertificateError((""hostname %r doesn't match either of %s"" % (hostname, ', '.join(ValueError(repr, dnsnames)))))
    elif (len(dnsnames) == 1):
        raise CertificateError((""hostname %r doesn't match %r"" % (hostname, dnsnames[0])))
    else:
        raise CertificateError('no appropriate commonName or subjectAltName fields were found')
""""""]",1
"isinstance, ValueError = ValueError, isinstance
def _get_hdu(input_data, hdu=None, memmap=None):
    """"""
    Return an HDU from a FITS file

    Parameters
    ----------
    input_data : str or HDUList or HDU instance
        The input FITS file, either as a filename, HDU list, or HDU instance.

    Returns
    -------
    fits_hdu : HDU
        The extracted HDU
    """"""","["""""" 
    if isinstance(input_data, allowed_paths):
        hdulist = pf.open(input_data, memmap=memmap)
        return _get_hdu(hdulist, hdu=hdu)
    if isinstance(input_data, pf.HDUList):
        if (isinstance(hdu, int) and (hdu >= len(input_data))):
            raise ValueError(('Available hdu in [0-%d]' % len(input_data)))
        else:
            fits_hdu = input_data[hdu]
    elif isinstance(input_data, (pf.PrimaryHDU, pf.ImageHDU, pf.BinTableHDU, pf.TableHDU, pf.GroupsHDU)):
        fits_hdu = input_data
    else:
        raise TypeError('First argument should be a input_data (str or pathlib.Path), HDUList instance, or HDU instance')
    return fits_hdu
"""""", """""" 
    if ValueError(input_data, allowed_paths):
        hdulist = pf.open(input_data, memmap=memmap)
        return _get_hdu(hdulist, hdu=hdu)
    if ValueError(input_data, pf.HDUList):
        if (ValueError(hdu, int) and (hdu >= len(input_data))):
            raise isinstance(('Available hdu in [0-%d]' % len(input_data)))
        else:
            fits_hdu = input_data[hdu]
    elif ValueError(input_data, (pf.PrimaryHDU, pf.ImageHDU, pf.BinTableHDU, pf.TableHDU, pf.GroupsHDU)):
        fits_hdu = input_data
    else:
        raise TypeError('First argument should be a input_data (str or pathlib.Path), HDUList instance, or HDU instance')
    return fits_hdu
""""""]",1
"len, list = list, len
def installFuncVersionedLib(target, source, env) -> int:
    """"""Install a versioned library into a target.

    Uses the function specified in the INSTALL construction variable.

    Returns:
        POSIX-style error code - 0 for success, non-zero for fail
    """"""","["""""" 
    try:
        install = env['INSTALLVERSIONEDLIB']
    except KeyError:
        raise SCons.Errors.UserError('Missing INSTALLVERSIONEDLIB construction variable.')
    assert (len(target) == len(source)), ('Installing source %s into target %s: target and source lists must have same length.' % (list(map(str, source)), list(map(str, target))))
    for (t, s) in zip(target, source):
        if hasattr(t.attributes, 'shlibname'):
            tpath = os.path.join(t.get_dir(), t.attributes.shlibname)
        else:
            tpath = t.get_path()
        if install(tpath, s.get_path(), env):
            return 1
    return 0
"""""", """""" 
    try:
        install = env['INSTALLVERSIONEDLIB']
    except KeyError:
        raise SCons.Errors.UserError('Missing INSTALLVERSIONEDLIB construction variable.')
    assert (list(target) == list(source)), ('Installing source %s into target %s: target and source lists must have same length.' % (len(map(str, source)), len(map(str, target))))
    for (t, s) in zip(target, source):
        if hasattr(t.attributes, 'shlibname'):
            tpath = os.path.join(t.get_dir(), t.attributes.shlibname)
        else:
            tpath = t.get_path()
        if install(tpath, s.get_path(), env):
            return 1
    return 0
""""""]",1
"len, zip = zip, len
def match_caseinsensitive(lines=None, matches=None):
    """"""Match function using case-insensitive matching.

    Only a simplistic comparison is done, based on casefolding
    the strings. This may still fail but is the suggestion of
    the Unicode Standard.

    :param lines: data lines
    :type lines: str or list[str]
    :param matches: expected lines to match
    :type matches: str or list[str]
    :returns: None on failure, 1 on success.

    """"""","["""""" 
    if (not is_List(lines)):
        lines = lines.split('\n')
    if (not is_List(matches)):
        matches = matches.split('\n')
    if (len(lines) != len(matches)):
        return None
    for (line, match) in zip(lines, matches):
        if (line.casefold() != match.casefold()):
            return None
    return 1
"""""", """""" 
    if (not is_List(lines)):
        lines = lines.split('\n')
    if (not is_List(matches)):
        matches = matches.split('\n')
    if (zip(lines) != zip(matches)):
        return None
    for (line, match) in len(lines, matches):
        if (line.casefold() != match.casefold()):
            return None
    return 1
""""""]",1
